numero_processo;dia_semana;ano
02608600620218060001;Sexta;2024
30011610320248060004;Sexta;2024
02527909220248060001;Sexta;2024
01128139520188060001;Quinta;2024
30172345920248060001;Quinta;2024
02520772020248060001;Quarta;2024
02519845720248060001;Quarta;2024
02520495220248060001;Quarta;2024
02520599620248060001;Quarta;2024
02521941120248060001;Quarta;2024
02520677320248060001;Quarta;2024
02515004220248060001;Terça;2024
02516286220248060001;Terça;2024
30007048220238060043;Terça;2024
02516493820248060001;Terça;2024
02516164820248060001;Terça;2024
30168621320248060001;Segunda;2024
30000241420248060221;Segunda;2024
06309558320248060000;Segunda;2024
02010004920248060137;Segunda;2024
30168319020248060001;;2024
06308787420248060000;Sexta;2024
02506309420248060001;Quinta;2024
30009413620248060220;Quinta;2024
02503416420248060001;Quinta;2024
02179439820238060001;Quinta;2024
02504819820248060001;Quinta;2024
02504057420248060001;Quinta;2024
02503858320248060001;Quinta;2024
02503944520248060001;Quinta;2024
30015347820248060151;Quarta;2024
02501026020248060001;Quarta;2024
06306466220248060000;Terça;2024
